nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Johnson,Phillip,37,168.4,79.9,F,non,bac,Provence-Alpes-Côte d’Azur,non,non,2720,,,0.89,2024-01-09,,10000.0,500.0
Bradley,Kimberly,66,169.6,61.0,F,oui,aucun,Île-de-France,oui,oui,2497,célibataire,2.0,0.39,2024-12-24,413.0,,500.0
Williams,Maxwell,58,162.4,75.6,H,oui,master,Hauts-de-France,non,oui,2997,veuf,1.0,0.41,2022-11-29,,5000.0,28040.700437155203
Schmidt,Michelle,32,171.3,75.9,H,oui,aucun,Bretagne,oui,non,4126,divorcé,,0.7,2020-03-01,838.0,10000.0,500.0
Vance,Michael,51,171.4,76.3,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2844,marié,1.0,0.4,2020-02-16,,5000.0,500.0
Shields,Lauren,67,163.5,46.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,2440,,0.0,0.11,2023-09-20,,557.36,500.0
Hall,Steven,33,188.8,73.7,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,4174,marié,,0.77,2022-01-03,,5000.0,40852.87440008241
Campbell,Amanda,41,171.7,39.9,H,non,master,Corse,oui,oui,2992,veuf,,0.46,2023-06-14,335.0,602.19,3560.3047330384607
Garza,Allen,61,188.4,80.2,F,non,aucun,Île-de-France,non,oui,1379,divorcé,0.0,0.75,2023-05-22,,721.95,500.0
Taylor,John,41,188.6,90.4,F,oui,master,Île-de-France,non,oui,3464,marié,,0.28,2021-04-27,,5000.0,31058.125476821864
Simmons,Kelly,35,163.1,69.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2434,,2.0,0.74,2024-08-16,539.0,,20393.66715829752
Vazquez,Mary,39,188.4,68.2,H,non,bac+2,Hauts-de-France,oui,non,2597,veuf,4.0,0.45,2025-03-30,844.0,5000.0,500.0
Dickerson,Edwin,41,158.9,48.5,H,non,bac,Corse,oui,oui,3887,divorcé,,0.02,2023-08-13,,1110.26,3171.9190206257617
Bender,Ronald,23,170.4,57.2,F,oui,bac+2,Occitanie,oui,oui,2759,veuf,3.0,0.78,2020-08-30,305.0,10000.0,760.1885902467532
Miranda,Allen,57,179.5,46.4,H,oui,doctorat,Normandie,non,non,863,,,0.57,2025-02-18,661.0,10000.0,6429.712106120062
Walker,Katie,71,162.0,55.8,H,oui,doctorat,Hauts-de-France,non,oui,4472,divorcé,4.0,0.15,2023-09-13,,769.98,33660.057232778854
Walker,Kendra,35,163.2,81.8,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,1759,marié,3.0,0.96,2024-01-06,,,14676.98239047517
Nguyen,Trevor,38,177.7,97.1,H,non,bac,Normandie,oui,oui,3750,veuf,,0.22,2025-01-13,,909.16,10339.066023579688
Rodriguez,Erin,35,177.1,64.6,H,oui,aucun,Hauts-de-France,oui,oui,1965,divorcé,5.0,0.67,2021-09-16,386.0,,500.0
Summers,Alan,32,187.4,46.0,H,non,bac+2,Hauts-de-France,oui,oui,3518,marié,1.0,0.74,2021-09-01,,1106.0,2381.757871375127
Johnson,Eileen,41,151.5,67.1,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2336,divorcé,,0.46,2021-11-30,521.0,5000.0,6745.151443485187
Blair,Brandi,66,165.4,82.7,F,non,bac,Hauts-de-France,oui,oui,3272,divorcé,1.0,0.44,2023-06-22,507.0,822.8,1933.9684011800618
Pierce,Veronica,33,153.7,94.0,H,oui,doctorat,Hauts-de-France,oui,oui,913,marié,,0.19,2024-03-10,,10000.0,15002.761046700352
Santos,Selena,39,168.4,35.2,H,non,bac,Auvergne-Rhône-Alpes,non,non,1959,,2.0,0.73,2024-12-28,487.0,1015.72,500.0
Dunn,Nicole,18,167.2,71.8,H,non,bac,Corse,oui,non,3806,marié,,0.62,2023-08-09,,,500.0
Watkins,Edward,24,141.4,76.1,H,oui,master,Normandie,non,non,1383,divorcé,3.0,0.89,2025-03-29,644.0,10000.0,3347.423427658638
Hill,Kim,20,167.5,74.8,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1071,,,0.48,2020-07-17,,10000.0,1916.015200464665
Mcknight,Robert,27,172.3,74.5,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,1631,veuf,5.0,0.26,2025-06-01,336.0,10000.0,500.0
Wilson,George,58,189.8,50.0,F,oui,master,Normandie,non,oui,1984,divorcé,,0.58,2024-10-09,379.0,1404.13,28571.95975688123
Buckley,Tracy,71,143.2,80.4,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,676,veuf,0.0,0.35,2021-02-10,,,500.0
Melendez,Karla,37,165.2,88.6,H,non,doctorat,Normandie,oui,oui,1542,divorcé,3.0,0.02,2021-08-30,,10000.0,10632.184966968169
Perkins,Travis,23,181.8,78.0,F,oui,master,Occitanie,non,oui,1346,célibataire,,0.65,2021-08-12,,753.54,27158.486674362295
Johnson,Jonathan,34,168.7,87.4,F,oui,master,Hauts-de-France,non,oui,1684,veuf,,0.4,2021-08-16,,723.03,14388.010406378493
Dominguez,Beth,43,175.8,80.6,F,non,doctorat,Occitanie,oui,oui,1880,célibataire,3.0,0.83,2020-05-10,,5000.0,5128.718512229181
Zimmerman,Michael,37,173.9,96.7,H,oui,bac,Bretagne,non,non,3411,marié,5.0,0.22,2023-09-08,829.0,,14913.685859822379
Murray,Michael,21,167.4,97.5,H,oui,bac+2,Hauts-de-France,non,non,3568,,,0.48,2023-05-05,,,1465.812009119297
Morgan,Charles,38,149.4,76.7,F,oui,master,Hauts-de-France,oui,oui,2642,célibataire,5.0,0.1,2023-07-24,794.0,,7868.001444670639
Decker,Phillip,64,158.8,70.0,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,2836,,,0.24,2023-01-09,,10000.0,500.0
Martin,Jose,57,176.4,38.7,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,2867,,1.0,0.15,2024-09-24,,602.88,4862.6664921806905
Garrett,Ryan,34,181.8,71.5,H,non,bac,Hauts-de-France,non,oui,2301,divorcé,2.0,0.14,2020-02-03,,5000.0,5455.202570350574
Skinner,Deborah,45,170.1,81.9,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,3019,divorcé,2.0,0.39,2025-06-03,,943.0,500.0
Byrd,Mary,42,179.0,86.3,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3157,divorcé,,0.15,2023-03-21,,5000.0,7614.673370053899
Mckenzie,Julie,54,177.7,65.3,H,non,master,Normandie,non,oui,1703,marié,,0.32,2021-10-12,,,17642.397833232248
Dalton,Charles,68,188.1,64.1,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3103,célibataire,,0.56,2024-02-18,,10000.0,31564.679821807378
Walls,Frank,28,179.3,86.9,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,772,célibataire,5.0,0.58,2020-12-11,809.0,10000.0,500.0
Fields,Susan,33,185.2,45.4,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2119,divorcé,,0.6,2020-07-17,702.0,,24054.20156312854
Duncan,Courtney,31,167.1,102.0,H,non,aucun,Bretagne,oui,oui,891,célibataire,,0.72,2021-08-09,718.0,10000.0,2121.130600553173
Clark,Edgar,73,167.9,14.2,H,non,bac+2,Bretagne,non,oui,1379,célibataire,,0.33,2022-12-31,,1165.65,5896.727610687857
Nash,Patricia,54,164.1,73.4,H,non,master,Île-de-France,oui,oui,4408,veuf,,0.71,2025-01-08,,5000.0,33153.59404025193
Lucas,Brandi,69,175.9,79.0,F,oui,aucun,Île-de-France,oui,oui,2817,,5.0,0.2,2025-01-23,763.0,10000.0,9302.972382110129
Frazier,Tara,23,169.3,70.1,H,oui,bac,Hauts-de-France,non,oui,3520,divorcé,0.0,0.53,2022-03-16,,,6582.358463519798
Vargas,Matthew,35,175.8,67.9,H,non,master,Corse,non,oui,500,,,0.98,2021-02-01,,174.53,8079.613766798962
Williams,Lori,60,165.5,78.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,745,veuf,,0.97,2021-10-11,607.0,,18685.211131614218
Holloway,Michael,27,158.5,67.6,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2793,célibataire,,0.16,2024-11-24,,10000.0,500.0
White,Barry,22,177.6,61.7,F,non,master,Normandie,non,oui,2144,marié,3.0,0.28,2023-02-12,,10000.0,13686.39290453697
Johnson,Andrew,66,173.4,63.6,H,oui,aucun,Bretagne,oui,oui,2476,,1.0,0.94,2020-10-15,741.0,10000.0,10678.353686581066
Parker,Richard,32,165.0,67.7,F,non,aucun,Normandie,non,non,3538,veuf,4.0,0.51,2022-11-06,841.0,526.49,500.0
Fernandez,Sharon,41,156.8,48.7,F,non,master,Occitanie,non,oui,2321,divorcé,,0.91,2024-11-09,,1147.19,13952.912441638566
Gallegos,Veronica,73,151.5,73.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2342,célibataire,0.0,0.01,2023-07-30,,1438.36,500.0
James,Stephen,64,173.5,85.8,F,oui,doctorat,Hauts-de-France,non,oui,3977,veuf,1.0,0.7,2022-05-04,321.0,633.43,28652.900594438433
Williamson,Laura,21,161.6,58.6,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2410,,4.0,0.63,2023-11-10,,5000.0,28408.189204708324
Bridges,Scott,58,171.8,56.2,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,1273,célibataire,3.0,0.01,2024-11-01,319.0,1022.29,500.0
Green,Natalie,67,181.5,82.5,H,non,master,Occitanie,oui,oui,2333,célibataire,,0.39,2025-01-09,,,10064.053031408235
Perry,Christopher,29,175.7,63.5,H,non,doctorat,Corse,non,non,2540,marié,5.0,0.3,2021-01-17,635.0,1093.25,500.0
White,Traci,31,149.2,70.9,H,non,bac+2,Corse,oui,oui,1747,marié,,0.37,2024-08-20,319.0,5000.0,500.0
Graham,David,25,167.3,85.2,F,non,doctorat,Occitanie,oui,non,2622,divorcé,0.0,0.69,2022-07-19,,5000.0,500.0
Mcdaniel,Geoffrey,23,165.1,77.1,F,oui,doctorat,Bretagne,non,oui,3409,veuf,,0.41,2021-04-24,706.0,,38272.3638461149
Jones,Laura,46,163.3,57.1,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,1619,veuf,,0.51,2022-10-30,,10000.0,26934.491624621376
Jones,David,69,184.1,67.4,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2217,veuf,,0.22,2023-04-13,,5000.0,500.0
Wagner,Nicole,43,161.1,63.2,H,non,bac,Hauts-de-France,oui,oui,2500,marié,,0.8,2021-11-10,352.0,5000.0,500.0
Newton,Jasmine,45,156.7,68.5,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,1900,,,0.09,2023-08-28,,,500.0
Doyle,David,23,166.8,93.6,F,oui,doctorat,Occitanie,oui,oui,4261,célibataire,5.0,0.66,2023-02-13,660.0,5000.0,23178.292538341157
Burke,Darren,28,159.7,65.4,H,oui,bac,Hauts-de-France,oui,non,3529,,,0.49,2021-06-14,382.0,5000.0,500.0
Barry,John,66,169.6,90.9,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1999,divorcé,1.0,0.42,2022-01-03,774.0,5000.0,45323.94224123572
Cooper,Daniel,49,158.1,71.9,H,oui,bac,Auvergne-Rhône-Alpes,non,non,1337,divorcé,4.0,0.13,2022-11-08,455.0,,500.0
Zimmerman,Lisa,74,178.5,85.6,F,oui,doctorat,Corse,non,oui,2563,,2.0,0.29,2021-11-05,304.0,698.89,20695.34774864668
Franklin,John,43,164.1,53.9,H,non,doctorat,Occitanie,oui,oui,1643,divorcé,4.0,0.97,2020-07-05,355.0,,19901.828922714332
Mitchell,Victoria,57,174.1,87.4,F,oui,bac+2,Bretagne,oui,oui,1486,divorcé,5.0,0.46,2023-04-22,,5000.0,3497.5490382174403
Harris,Leslie,72,169.6,82.5,H,oui,master,Hauts-de-France,oui,oui,1528,célibataire,,0.41,2024-08-15,,5000.0,12460.245724608136
Johnston,Neil,39,173.3,52.5,F,oui,doctorat,Normandie,non,non,3710,célibataire,0.0,0.74,2025-05-24,,10000.0,500.0
Richard,Steven,33,184.8,73.7,F,oui,bac+2,Occitanie,oui,oui,4258,marié,,0.84,2023-12-31,,,15557.451609440268
Sullivan,Vanessa,27,162.1,61.4,H,non,bac+2,Corse,oui,oui,1715,,4.0,0.18,2024-03-21,399.0,1162.71,500.0
Snow,Sandra,68,165.6,81.5,H,oui,bac+2,Bretagne,non,oui,2883,,,0.21,2023-10-14,,1134.25,33741.29785520526
Austin,Cheryl,63,173.2,86.6,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,4075,veuf,0.0,0.6,2020-08-13,,10000.0,8028.450085457574
Rojas,Vanessa,53,144.6,67.3,F,non,doctorat,Normandie,oui,oui,2920,divorcé,0.0,0.05,2021-09-25,,5000.0,14901.448074753354
Miller,Travis,75,186.7,84.4,H,oui,bac+2,Occitanie,non,oui,2441,,,0.66,2022-05-26,,5000.0,28370.544432414907
Holmes,Crystal,32,173.1,58.3,F,oui,doctorat,Hauts-de-France,oui,non,2857,divorcé,,0.31,2025-01-02,717.0,,500.0
Thompson,Lynn,75,181.2,65.8,H,oui,aucun,Occitanie,oui,non,3648,célibataire,1.0,0.29,2025-01-30,,10000.0,500.0
Mathis,Lisa,47,168.3,87.2,F,oui,doctorat,Occitanie,oui,non,3775,divorcé,,0.6,2022-04-11,,939.73,1593.3439568418203
Mccoy,Kristi,70,177.8,60.4,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2274,marié,0.0,0.72,2021-12-22,,1160.33,24249.939715892513
Hoffman,Erin,61,156.4,52.6,F,non,bac+2,Bretagne,non,non,3033,,,0.27,2023-10-10,633.0,,1149.8713239494684
Macdonald,Andrea,45,163.2,81.3,H,oui,master,Auvergne-Rhône-Alpes,non,non,2579,célibataire,,0.63,2025-05-02,,5000.0,11349.08032167727
Griffin,Mallory,67,171.9,91.1,H,oui,bac,Bretagne,oui,oui,1593,célibataire,,0.03,2022-04-22,,,11708.293214737774
Eaton,Annette,59,172.1,105.8,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2666,veuf,,0.65,2024-02-23,411.0,,4460.250345522822
Jackson,Michael,21,164.1,70.7,H,oui,bac+2,Île-de-France,oui,oui,2308,veuf,,0.88,2023-12-01,782.0,1171.02,20520.02284057654
Ramirez,Shane,36,150.9,48.2,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,1589,divorcé,,0.01,2020-05-04,433.0,5000.0,500.0
Coleman,Connie,43,163.6,58.0,H,non,bac,Corse,oui,oui,2093,célibataire,,0.27,2023-05-09,353.0,375.02,500.0
Brennan,Wendy,68,186.5,87.7,F,non,aucun,Île-de-France,non,non,3572,marié,5.0,0.48,2021-07-26,813.0,10000.0,500.0
Reynolds,Jennifer,39,162.0,73.1,F,oui,aucun,Normandie,oui,non,3991,marié,0.0,0.72,2024-07-20,728.0,5000.0,500.0
Gibson,Douglas,62,181.0,57.1,F,oui,master,Occitanie,non,oui,4162,veuf,,0.84,2025-02-28,,10000.0,26235.219413180763
Hahn,Susan,31,149.9,96.8,F,non,aucun,Bretagne,oui,non,3198,célibataire,3.0,0.92,2025-05-18,,5000.0,500.0
Smith,Jeffery,66,167.9,42.9,H,non,aucun,Hauts-de-France,oui,non,2906,marié,,0.2,2021-01-05,303.0,10000.0,500.0
Francis,Lori,69,167.0,71.8,H,oui,master,Occitanie,oui,oui,3248,,,0.4,2023-04-20,,5000.0,19449.038014533468
Vincent,Beth,71,171.5,69.0,F,non,bac,Bretagne,oui,non,3282,marié,2.0,0.51,2023-02-12,411.0,,500.0
Burton,Tom,35,146.7,34.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,500,,,0.62,2021-01-14,784.0,855.91,30844.576625096022
Sanchez,Jonathan,72,168.9,81.7,H,oui,aucun,Occitanie,non,oui,1312,divorcé,1.0,0.52,2020-01-20,344.0,5000.0,6818.162298949265
Best,Clinton,31,173.4,83.6,F,oui,aucun,Occitanie,oui,non,2442,,0.0,0.94,2020-12-03,797.0,,500.0
Meyer,Shannon,23,175.9,75.7,H,oui,master,Corse,oui,non,4663,célibataire,4.0,0.43,2024-05-27,310.0,,500.0
Dennis,Steven,44,177.3,66.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2753,célibataire,2.0,0.12,2023-04-26,,10000.0,34400.63370462588
Oconnor,Keith,23,181.8,63.2,H,non,master,Corse,oui,oui,1538,divorcé,,0.21,2020-01-26,,5000.0,500.0
Friedman,Vincent,24,166.6,85.4,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2307,,5.0,0.33,2021-02-17,800.0,,500.0
Kelley,Wayne,62,174.8,63.6,H,non,aucun,Normandie,non,oui,3149,marié,,0.47,2021-10-23,,5000.0,842.4714474113082
Myers,Lisa,34,170.0,73.4,H,non,aucun,Hauts-de-France,oui,oui,2551,,2.0,0.76,2024-05-20,,10000.0,500.0
Stewart,Gregory,36,169.2,51.1,F,non,bac+2,Hauts-de-France,non,oui,1944,divorcé,,0.58,2020-08-10,,742.13,500.0
Martin,Nicole,71,170.6,77.6,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,1477,marié,,0.25,2023-08-09,,1152.22,500.0
Waters,Anna,40,172.1,51.7,F,non,doctorat,Corse,oui,oui,2710,divorcé,5.0,0.75,2020-12-12,313.0,611.73,8785.804826573738
Fox,Patricia,67,169.5,79.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1341,veuf,,0.6,2020-09-30,760.0,,10324.753517285577
Collins,Michael,18,167.9,64.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,3417,divorcé,,0.41,2024-11-11,826.0,,26474.147018373224
Craig,Tina,26,159.7,78.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2420,marié,4.0,0.17,2020-07-28,,10000.0,14978.056338125234
Robinson,Brandon,48,145.8,70.9,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,2002,,,0.62,2025-01-29,769.0,,500.0
Fletcher,Lindsay,29,195.2,61.4,H,non,bac+2,Corse,non,non,3870,veuf,,0.88,2025-05-16,,10000.0,500.0
Myers,Mary,57,183.7,60.4,F,oui,bac+2,Île-de-France,non,non,3338,divorcé,5.0,0.34,2020-10-14,559.0,527.48,3737.1491214833563
Mendoza,Jessica,29,168.7,61.5,F,non,aucun,Auvergne-Rhône-Alpes,non,non,2908,célibataire,3.0,0.73,2022-05-26,844.0,664.78,500.0
Peterson,Amy,46,183.0,89.0,H,oui,bac,Hauts-de-France,oui,non,2473,veuf,,0.31,2023-07-23,,652.11,500.0
Reed,Sean,31,165.7,82.9,F,non,master,Normandie,oui,oui,2762,veuf,,0.65,2020-08-14,752.0,387.78,12671.855753324024
Shaw,Kathleen,22,180.0,50.7,F,oui,bac+2,Corse,oui,oui,2204,,0.0,0.32,2024-12-06,,907.75,500.0
Hayes,Richard,21,149.5,53.8,F,oui,bac,Normandie,oui,oui,3161,,,0.19,2022-08-17,,5000.0,10989.57321569875
Waters,Mary,44,167.5,35.8,H,oui,master,Occitanie,oui,non,5736,,,0.19,2024-10-19,,5000.0,10113.401259424249
Downs,Kimberly,38,168.5,78.4,H,non,master,Île-de-France,oui,oui,4089,marié,5.0,0.03,2020-11-25,,,29216.786105006446
Reeves,Sheila,42,150.6,90.2,F,non,aucun,Bretagne,oui,oui,2434,célibataire,2.0,0.52,2023-11-02,763.0,10000.0,1041.8342216192875
Stevens,James,45,178.1,65.2,F,oui,doctorat,Île-de-France,non,oui,5413,divorcé,,0.5,2025-01-11,316.0,,37314.453485035156
Davis,Alexander,53,156.6,47.2,H,oui,bac,Occitanie,oui,oui,4333,divorcé,1.0,0.39,2023-06-19,489.0,965.05,19827.990022237034
Salazar,Timothy,51,177.5,72.7,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2998,,,0.82,2022-01-10,,5000.0,7523.78868408467
Alvarez,Michelle,35,157.2,62.8,F,oui,bac,Bretagne,non,oui,3778,,,0.81,2023-12-17,605.0,10000.0,27199.504966754415
Kennedy,Kylie,36,175.2,58.3,F,non,bac+2,Occitanie,non,non,2212,marié,0.0,0.29,2021-05-27,444.0,10000.0,500.0
Woodard,Mark,70,174.3,70.4,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,2584,marié,,0.6,2024-06-07,499.0,,500.0
Conway,Jonathan,57,167.7,67.1,F,oui,bac,Bretagne,oui,oui,4012,,4.0,0.41,2022-01-02,844.0,5000.0,14294.33283371559
Lozano,Connie,55,176.2,99.7,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,3687,divorcé,,0.99,2023-12-11,679.0,565.85,13691.346541623197
Lee,George,30,183.1,80.2,F,oui,master,Île-de-France,oui,oui,2596,célibataire,,0.17,2023-06-04,669.0,,20970.78766917114
Simpson,Timothy,37,166.2,49.4,F,non,bac+2,Île-de-France,oui,non,3553,célibataire,,0.53,2021-03-02,369.0,,500.0
Hodges,Elizabeth,45,167.0,59.1,H,oui,master,Normandie,non,oui,2348,marié,1.0,0.75,2022-03-24,361.0,5000.0,28233.83341944906
Huang,Megan,22,163.0,68.9,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2787,veuf,2.0,0.79,2024-01-21,,982.43,33230.493659537446
Gutierrez,Angela,42,161.4,58.2,F,non,bac,Bretagne,non,oui,3955,veuf,0.0,0.68,2021-03-22,,,21817.30068776444
Nguyen,Lindsey,69,179.7,87.5,H,oui,bac+2,Hauts-de-France,non,non,3859,,,0.22,2020-10-14,,,500.0
Robles,Cynthia,30,169.8,69.8,F,oui,master,Bretagne,oui,oui,500,marié,3.0,0.24,2023-09-18,789.0,5000.0,20252.060941395754
Harris,Eric,52,163.4,57.4,F,non,master,Corse,oui,oui,500,divorcé,4.0,0.63,2025-04-06,537.0,,500.0
Castro,Joshua,67,155.6,41.3,F,oui,bac,Bretagne,non,non,1718,veuf,,0.66,2022-06-23,,10000.0,500.0
Faulkner,Tracy,37,184.8,72.5,F,non,doctorat,Occitanie,oui,non,1376,veuf,,0.7,2020-01-20,,10000.0,500.0
Johnson,Sandy,25,162.5,86.4,H,non,bac,Normandie,oui,oui,4009,veuf,1.0,0.43,2023-04-13,,604.16,10388.999507435045
Hernandez,Casey,34,176.4,82.6,F,non,bac,Bretagne,non,oui,2485,,3.0,0.59,2022-08-04,368.0,10000.0,1847.2623797839017
Potts,Fernando,66,178.9,92.7,F,oui,bac,Bretagne,oui,non,1311,célibataire,,0.11,2021-10-18,,,500.0
Adams,Ryan,74,157.1,66.0,H,non,aucun,Île-de-France,non,non,3285,célibataire,5.0,0.44,2023-07-05,487.0,,500.0
Weber,Charles,58,167.4,73.0,H,non,bac+2,Normandie,non,oui,1521,,3.0,0.35,2023-05-10,360.0,10000.0,10928.702201655087
Parker,Jodi,51,165.5,30.2,H,non,master,Hauts-de-France,oui,oui,1106,veuf,1.0,0.69,2022-04-17,399.0,598.14,500.0
Contreras,Elizabeth,63,166.8,77.1,F,non,bac,Île-de-France,non,oui,2286,veuf,,0.35,2021-06-24,720.0,10000.0,15463.386515049746
Pham,Robin,65,175.3,57.2,H,oui,doctorat,Bretagne,oui,oui,1971,célibataire,,0.43,2024-11-26,,728.78,32775.953837067515
Baird,Jose,27,174.4,48.5,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,513,marié,1.0,0.93,2024-08-11,583.0,5000.0,500.0
Crosby,Charles,24,186.3,58.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2330,marié,3.0,0.04,2020-09-02,,5000.0,20317.791388243106
Myers,Melissa,45,192.1,71.9,F,oui,bac,Normandie,oui,oui,2272,veuf,,0.91,2022-04-06,,5000.0,6451.728331998486
Dunn,Laurie,42,177.5,71.8,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,500,marié,2.0,0.69,2021-01-01,440.0,10000.0,500.0
Shaw,Julie,66,162.2,56.9,F,non,bac,Corse,non,oui,1188,divorcé,2.0,0.18,2022-01-30,692.0,10000.0,500.0
Raymond,Kyle,22,167.2,60.7,F,non,bac,Auvergne-Rhône-Alpes,non,oui,1161,divorcé,,0.53,2023-09-27,446.0,,500.0
Smith,Ryan,46,178.8,67.7,F,oui,aucun,Corse,oui,oui,2592,,,0.74,2025-03-16,,,500.0
Clay,Mary,64,160.0,61.7,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1515,célibataire,3.0,0.29,2022-12-16,484.0,595.77,4323.341367646453
Moore,Michael,28,176.8,78.4,H,oui,doctorat,Corse,non,non,2296,,,0.92,2024-12-18,,,500.0
Chandler,Connor,33,150.0,80.5,H,non,aucun,Île-de-France,oui,non,2563,divorcé,2.0,0.96,2025-02-01,508.0,,500.0
Patterson,Anne,67,180.5,70.1,H,oui,master,Occitanie,non,oui,2367,marié,,0.04,2020-01-06,744.0,10000.0,28531.603222260062
Pearson,John,24,197.9,63.2,H,oui,bac+2,Normandie,oui,oui,3152,célibataire,,0.18,2020-11-25,308.0,5000.0,11831.693866065145
Olson,Curtis,33,170.9,73.8,F,oui,doctorat,Bretagne,non,oui,1928,marié,,0.46,2024-06-30,638.0,10000.0,34115.75992730285
Murphy,Heather,42,168.8,78.5,F,oui,bac+2,Normandie,non,oui,1396,veuf,,0.96,2020-09-20,764.0,10000.0,10146.821656698388
Eaton,Melody,68,169.4,68.9,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3965,,,0.75,2021-06-27,,898.79,4752.94652160846
Tran,Courtney,73,171.9,56.5,H,non,master,Île-de-France,oui,oui,2893,divorcé,1.0,0.84,2023-10-23,,,22605.136015405125
Osborne,Carrie,39,182.0,55.0,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,3354,marié,2.0,0.13,2024-10-11,,10000.0,500.0
Hendricks,Paul,63,166.3,85.6,F,oui,bac+2,Hauts-de-France,oui,oui,3065,divorcé,1.0,0.83,2021-03-21,,5000.0,9346.605743155204
Ramirez,Jason,29,183.6,62.7,H,non,master,Bretagne,non,oui,2948,veuf,4.0,0.4,2021-01-08,485.0,,22595.578493845424
James,Jade,59,163.4,76.6,H,oui,bac+2,Bretagne,non,non,1162,veuf,,0.45,2024-02-05,478.0,,500.0
Bennett,Andrew,72,174.3,71.5,H,non,bac+2,Hauts-de-France,oui,oui,2874,célibataire,,0.45,2023-04-11,,,2870.2022932116865
Farley,Joel,65,165.3,69.9,F,oui,bac+2,Corse,non,non,2509,,,0.94,2022-10-19,,10000.0,500.0
Mcdonald,Richard,35,163.9,56.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,1671,,2.0,0.41,2022-07-19,581.0,1234.03,500.0
Robinson,Kristen,61,164.3,84.5,H,oui,bac+2,Occitanie,non,oui,3873,célibataire,,0.02,2024-06-10,,464.1,27344.03335596979
Gonzalez,Courtney,32,161.2,66.1,H,oui,bac+2,Hauts-de-France,non,non,1978,,,0.6,2025-05-19,768.0,5000.0,500.0
Fox,Sherry,45,160.5,97.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,2633,marié,,0.06,2024-10-08,,,4070.552379055821
Kim,Jacob,18,166.1,64.1,H,non,aucun,Île-de-France,oui,non,2818,célibataire,4.0,0.69,2023-04-13,,,500.0
Morales,Joshua,61,178.3,58.6,H,oui,aucun,Occitanie,non,non,1621,marié,,0.45,2023-05-15,735.0,810.48,500.0
Aguirre,Regina,69,173.7,100.1,F,non,doctorat,Bretagne,non,oui,2728,célibataire,,0.86,2024-11-08,577.0,,23477.29544788285
